title,amazon_author,amazon_rating,amazon_num_reviews,amazon_price,amazon_year,amazon_genre,conlit_genre,conlit_pubdate,conlit_author_gender,conlit_author_nationality,conlit_total_ratings,goodreads_rating,goodreads_series,goodreads_genres,goodreads_edition,goodreads_publisher,goodreads_publish_date,goodreads_first_publish_date,goodreads_awards,goodreads_num_ratings,goodreads_likedPercent,goodreads_price,nyt_published_date,nyt_list_name_encoded,nyt_price,nyt_weeks_on_list
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12,2010-01-01,Fiction,,,,,,4.08,The Kane Chronicles #1,"['Fantasy', 'Young Adult', 'Mythology', 'Middle Grade', 'Adventure', 'Fiction', 'Childrens', 'Magic', 'Urban Fantasy', 'Science Fiction Fantasy']",,Disney-Hyperion,2010-05-04,,"[""Pennsylvania Young Readers' Choice Award for Grades 6-8 (2012)"", 'New Mexico Land of Enchantment Award for Young Adult (2012)', 'Goodreads Choice Award Nominee for Favorite Book and for Young Adult Fantasy (2010)', 'Carnegie Medal Nominee (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2011)']",318529.0,93.0,1.12,2011-07-10,chapter-books,17.99,60.0
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,14,2010-01-01,Non Fiction,,,,,,4.17,,"['Economics', 'Politics', 'Philosophy', 'Nonfiction', 'History', 'Classics', 'Political Science', 'Business', 'Sociology', 'Finance']",Fiftieth Anniversary Edition,University Of Chicago Press,1994-10-15,2044-09-18,[],18721.0,94.0,6.1,,,,
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,12,2012-01-01,Fiction,,,,,,4.28,The Kane Chronicles #3,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic', 'Childrens', 'Urban Fantasy', 'Young Adult Fantasy']",,Hyperion Books,2012-05-01,,"[""Goodreads Choice Award Nominee for Middle Grade & Children's (2012)""]",122900.0,97.0,1.99,2012-08-19,series-books,0.0,14.0
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,0,2010-01-01,Fiction,,,,,,3.5,The Twilight Saga #3.5,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Fiction', 'Romance', 'Supernatural', 'Urban Fantasy', 'Teen', 'Paranormal Romance']",First Edition,"Little, Brown and Company",2010-06-05,2009-06-01,['Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010)'],181389.0,82.0,3.43,2010-08-15,series-books,0.0,156.0
The Silent Patient,Alex Michaelides,4.5,27536,14,2019-01-01,Fiction,,,,,,4.09,,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime', 'Adult', 'Psychological Thriller', 'Contemporary']",,Celadon Books,2019-02-05,,['Goodreads Choice Award for Mystery & Thriller and Nominee for Debut Novel (2019)'],507237.0,95.0,15.63,2019-03-31,hardcover-fiction,0.0,6.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2017-01-01,Non Fiction,,,,,,3.94,,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Philosophy', 'Business', 'Humor', 'Adult', 'Unfinished']",,Harper,2016-09-13,,[],529645.0,90.0,,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2018-01-01,Non Fiction,,,,,,3.94,,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Philosophy', 'Business', 'Humor', 'Adult', 'Unfinished']",,Harper,2016-09-13,,[],529645.0,90.0,,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019-01-01,Non Fiction,,,,,,3.94,,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Philosophy', 'Business', 'Humor', 'Adult', 'Unfinished']",,Harper,2016-09-13,,[],529645.0,90.0,,,,,
The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,2017-01-01,Non Fiction,,,,,,4.16,,"['Poetry', 'Feminism', 'Nonfiction', 'Adult', 'Contemporary', 'Romance', 'Mental Health', 'Canada', 'Womens', 'Love']",,Andrews McMeel Publishing,2017-10-03,,['Goodreads Choice Award for Poetry (2017)'],142061.0,93.0,6.0,2018-12-16,trade-fiction-paperback,0.0,61.0
The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,6,2009-01-01,Fiction,,,,,,3.97,,"['Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Science Fiction', 'Contemporary', 'Adult', 'Chick Lit', 'Adult Fiction', 'Magical Realism']",Special Edition,Zola Books,2013-09-23,2003-07-05,"['Arthur C. Clarke Award Nominee (2005)', 'Orange Prize Nominee for Fiction Longlist (2004)', 'British Book Award (2006)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2005)', 'Exclusive Books Boeke Prize (2005)', 'ALA Alex Award (2004)']",1573857.0,91.0,,,,,
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9,2009-01-01,Non Fiction,,,,,,3.97,,"['Nonfiction', 'Business', 'Psychology', 'Sociology', 'Science', 'Self Help', 'Economics', 'Audiobook', 'Leadership', 'Philosophy']",,Back Bay Books,2002-01-07,2000-10-28,[],689776.0,92.0,1.12,2013-10-27,paperback-business-books,0.0,0.0
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019-01-01,Non Fiction,,,,,,4.1,,"['Cookbooks', 'Nonfiction', 'Cooking', 'Food', 'Reference', 'Food and Drink', 'Magic', 'Childrens', 'Fandom', 'Pop Culture']",,Adams Media,2010-09-18,,[],14104.0,91.0,11.44,2011-01-02,chapter-books,19.95,4.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2013-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2014-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2016-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2017-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019-01-01,Fiction,,,,,,4.3,,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",,Puffin Books,1994-10-28,2069-06-03,['California Young Readers Medal Nominee for Primary (1976)'],396110.0,94.0,2.42,,,,
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2009-01-01,Non Fiction,,,,,,3.65,,"['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir', 'Pakistan', 'Inspirational', 'History']",Non-Classics,Penguin,2007-01-30,2006-03-02,"['Dayton Literary Peace Prize Nominee for NonFiction (2007)', 'Puddly Award for Nonfiction (2010)', 'Montana Book Award Nominee (2006)', 'Kiriyama Prize for Nonfiction (2007)', 'One Book One San Diego (2008)']",325780.0,86.0,2.76,2011-01-02,paperback-nonfiction,16.0,203.0
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2010-01-01,Non Fiction,,,,,,3.65,,"['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir', 'Pakistan', 'Inspirational', 'History']",Non-Classics,Penguin,2007-01-30,2006-03-02,"['Dayton Literary Peace Prize Nominee for NonFiction (2007)', 'Puddly Award for Nonfiction (2010)', 'Montana Book Award Nominee (2006)', 'Kiriyama Prize for Nonfiction (2007)', 'One Book One San Diego (2008)']",325780.0,86.0,2.76,2011-01-02,paperback-nonfiction,16.0,203.0
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2013-01-01,Fiction,,,,,,4.28,To Kill a Mockingbird,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Novels', 'Read For School', 'High School']",,Harper Perennial Modern Classics,2006-05-23,2060-07-11,"['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",4501075.0,95.0,,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014-01-01,Fiction,,,,,,4.28,To Kill a Mockingbird,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Novels', 'Read For School', 'High School']",,Harper Perennial Modern Classics,2006-05-23,2060-07-11,"['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",4501075.0,95.0,,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2015-01-01,Fiction,,,,,,4.28,To Kill a Mockingbird,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Novels', 'Read For School', 'High School']",,Harper Perennial Modern Classics,2006-05-23,2060-07-11,"['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",4501075.0,95.0,,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2016-01-01,Fiction,,,,,,4.28,To Kill a Mockingbird,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Novels', 'Read For School', 'High School']",,Harper Perennial Modern Classics,2006-05-23,2060-07-11,"['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",4501075.0,95.0,,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019-01-01,Fiction,,,,,,4.28,To Kill a Mockingbird,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Novels', 'Read For School', 'High School']",,Harper Perennial Modern Classics,2006-05-23,2060-07-11,"['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",4501075.0,95.0,,,,,
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21,2017-01-01,Non Fiction,,,,,,4.09,,"['Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Productivity', 'Psychology', 'Leadership', 'Entrepreneurship', 'Health', 'Philosophy']",,Houghton Mifflin Harcourt,2016-12-06,,['Goodreads Choice Award Nominee for Nonfiction (2017)'],30133.0,92.0,,,,,
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,21,2010-01-01,Fiction,,,,,,4.42,The Wheel of Time #13,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Audiobook', 'Adventure', 'Magic', 'Adult']",First Edition,Tom Doherty Associates TOR Fantasy,2010-11-02,,"['David Gemmell Legend Award Nominee for Best Fantasy Novel (2011)', 'Goodreads Choice Award for Fantasy (2010)']",125281.0,97.0,6.27,2010-11-28,hardcover-fiction,29.99,2.0
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,9,2009-01-01,Fiction,,,,,,3.6,The Twilight Saga #1,"['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Teen', 'Urban Fantasy']",,"Little, Brown and Company",2006-09-06,2005-10-05,"['Georgia Peach Book Award (2007)', 'Buxtehuder Bulle (2006)', 'Kentucky Bluegrass Award for 9-12 (2007)', 'Prijs van de Kinder- en Jeugdjury Vlaanderen (2008)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2009)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2008)"", 'Garden State Book Award for Fiction (Grades 9-12) (2008)', 'South Carolina Book Award for Young Adult Book Award (2008)', 'Grand Canyon Reader Award for Teen Book (2008)', 'Maryland Black-Eyed Susan Book Award for High School (2008)', 'Golden Sower Award for Young Adult (2009)', ""Nevada Young Readers' Award for Young Adult Category  (2007)"", ""The Flume: New Hampshire Teen Reader's Choice Award (2007)"", ""Pennsylvania Young Readers' Choice Award for Young Adult (2009)"", 'Rhode Island Teen Book Award (2007)', 'Evergreen Teen Book Award (2008)', 'Michigan Library Association Thumbs Up! Award Nominee (2006)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2007)', 'Iowa High School Book Award (2008)', 'Eliot Rosewater Indiana High School Book Award (2008)', 'Lincoln Award (2008)', 'Literaturpreis der Jury der jungen Leser for Cover (2007)', 'Prix Et-lisez-moi (2008)', 'Missouri Gateway Readers Award (2008)']",4964519.0,78.0,2.1,,,,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2010-01-01,Non Fiction,,,,,,4.36,,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook', 'Military Fiction', 'Memoir', 'Biography Memoir']",,Random House,2010-11-16,,"['Los Angeles Times Book Prize for Biography (2010)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014)"", 'Indies Choice Book Award for Nonfiction (2011)', 'Dayton Literary Peace Prize Nominee for NonFiction (2011)', 'Lincoln Award Nominee (2015)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for History and Biography (2010)']",767063.0,95.0,1.15,2015-01-11,hardcover-nonfiction,0.0,188.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2011-01-01,Non Fiction,,,,,,4.36,,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook', 'Military Fiction', 'Memoir', 'Biography Memoir']",,Random House,2010-11-16,,"['Los Angeles Times Book Prize for Biography (2010)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014)"", 'Indies Choice Book Award for Nonfiction (2011)', 'Dayton Literary Peace Prize Nominee for NonFiction (2011)', 'Lincoln Award Nominee (2015)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for History and Biography (2010)']",767063.0,95.0,1.15,2015-01-11,hardcover-nonfiction,0.0,188.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2012-01-01,Non Fiction,,,,,,4.36,,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook', 'Military Fiction', 'Memoir', 'Biography Memoir']",,Random House,2010-11-16,,"['Los Angeles Times Book Prize for Biography (2010)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014)"", 'Indies Choice Book Award for Nonfiction (2011)', 'Dayton Literary Peace Prize Nominee for NonFiction (2011)', 'Lincoln Award Nominee (2015)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for History and Biography (2010)']",767063.0,95.0,1.15,2015-01-11,hardcover-nonfiction,0.0,188.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,2014-01-01,Non Fiction,,,,,,4.36,,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook', 'Military Fiction', 'Memoir', 'Biography Memoir']",,Random House,2010-11-16,,"['Los Angeles Times Book Prize for Biography (2010)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014)"", 'Indies Choice Book Award for Nonfiction (2011)', 'Dayton Literary Peace Prize Nominee for NonFiction (2011)', 'Lincoln Award Nominee (2015)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for History and Biography (2010)']",767063.0,95.0,1.15,2015-01-11,hardcover-nonfiction,0.0,188.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2014-01-01,Non Fiction,,,,,,4.36,,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook', 'Military Fiction', 'Memoir', 'Biography Memoir']",,Random House,2010-11-16,,"['Los Angeles Times Book Prize for Biography (2010)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014)"", 'Indies Choice Book Award for Nonfiction (2011)', 'Dayton Literary Peace Prize Nominee for NonFiction (2011)', 'Lincoln Award Nominee (2015)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for History and Biography (2010)']",767063.0,95.0,1.15,2015-01-11,hardcover-nonfiction,0.0,188.0
Watchmen,Alan Moore,4.8,3829,42,2009-01-01,Fiction,,,,,,4.36,Watchmen #1-12,"['Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comic Book', 'Classics', 'Superheroes', 'Dystopia']",,DC Comics,2005-10-28,1987-09-08,"['Hugo Award for Other Forms (1988)', 'Locus Award for Best Non-Fiction/Art (1988)', 'Harvey Awards for Best Writer (for Alan Moore), Best Artist or Penciller (for Dave Gibbons), Best Continuing or Limited Series, Best Single Issue (""Watchmen #9""), Best Graphic Album, Best Colorist (for John Higgins) & Special Award for Excellence in Production  (1988)', ""Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1989)"", 'Urhunden Prize for Foreign Album (1992)', 'Will Eisner Comic Industry Awards for Best Archival Collection/Project–Comic Books (in 2006 awards, for Absolute edition), Best Finite Series, Best Graphic Album, Best Writer (for Alan Moore), Best Writer/Artist (single or team) (for Alan Moore & Dave Gibbons) (1988)', 'IGN Award for Best Collection (2005)']",487212.0,96.0,4.85,2013-11-10,paperback-graphic-books,0.0,121.0
What Happened,Hillary Rodham Clinton,4.6,5492,18,2017-01-01,Non Fiction,,,,,,3.92,,"['Nonfiction', 'Politics', 'Memoir', 'Biography', 'Audiobook', 'History', 'Feminism', 'Biography Memoir', 'Autobiography', 'Womens']",,Simon & Schuster,2017-09-12,,['Goodreads Choice Award for Memoir & Autobiography (2017)'],53165.0,91.0,,,,,
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,2014-01-01,Non Fiction,,,,,,4.14,,"['Nonfiction', 'Science', 'Humor', 'Audiobook', 'Physics', 'Comedy', 'Popular Science', 'Comics', 'Adult', 'Reference']",First Edition,Houghton Mifflin Harcourt,2014-09-02,,['Goodreads Choice Award Nominee for Nonfiction (2014)'],127231.0,94.0,12.58,2019-01-27,science,0.0,0.0
Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019-01-01,Fiction,,,,,,4.47,,"['Fiction', 'Historical Fiction', 'Mystery', 'Audiobook', 'Adult', 'Book Club', 'Romance', 'Adult Fiction', 'Historical', 'Coming Of Age']",,G.P. Putnam’s Sons,2018-08-14,,"['Edgar Award Nominee for Best First Novel by an American Author (2019)', 'Goodreads Choice Award Nominee for Historical Fiction (2018)']",975284.0,97.0,,2019-03-17,combined-print-and-e-book-fiction,0.0,25.0
